ID;Name;Number;Set;Series;Rarity;HP;Type;Artist;Release Date;Average Price;Count;Finish Type;Reverse Holo;Language
PRE_int_153;Jolteon ex;153/180;Prismatic Evolutions;Scarlet & Violet;Special Illustration Rare;260;Pokémon;kantaro;2025-01-17T00:00:00Z;218,77;1;HOLOFOIL;No;EN
PRE_int_29;Jolteon;29/180;Prismatic Evolutions;Scarlet & Violet;Rare;110;Pokémon;sui;2025-01-17T00:00:00Z;0,34;3;HOLOFOIL;No;EN
GEN_int_28;Jolteon-EX;28/115;Generations;XY;Double Rare;160;Pokémon;Naoki Saito;2016-02-22T00:00:00Z;29,72;1;HOLOFOIL;No;EN
SMP_int_173;Jolteon-GX;SM173/248;Sun & Moon Promos;Sun & Moon;Unknown;200;Pokémon;PLANETA Otani;2017-02-03T00:00:00Z;9,70;1;HOLOFOIL;No;EN
PRE_int_30;Jolteon ex;30/180;Prismatic Evolutions;Scarlet & Violet;Double Rare;260;Pokémon;5ban Graphics;2025-01-17T00:00:00Z;4,41;1;HOLOFOIL;No;EN
MEW_int_135;Jolteon;135/207;Pokémon 151;Scarlet & Violet;Rare;110;Pokémon;sui;2023-09-22T00:00:00Z;0,33;2;HOLOFOIL;No;EN
151C_chs_135;雷伊布;135/192;Collection 151;Scarlet & Violet;Rare;110;Pokémon;sui;2025-01-16T16:00:00Z;0,14;1;NORMAL;No;CHS
SV8a_jp_51;サンダース;51/237;Terastal Fest ex;Scarlet & Violet;Unknown;110;Pokémon;Nisota Niso;2024-12-06T00:00:00Z;8,79;1;HOLOFOIL;No;JA
DEX_int_37;Jolteon;37/111;Dark Explorers;Black & White;Uncommon;90;Pokémon;Sumiyoshi Kizuki;2012-05-09T00:00:00Z;7,24;1;NORMAL;No;EN
PRE_int_149;Vaporeon ex;149/180;Prismatic Evolutions;Scarlet & Violet;Special Illustration Rare;280;Pokémon;Narano;2025-01-17T00:00:00Z;314,76;1;HOLOFOIL;No;EN
SVP_jp_63;Vaporeon;63/300;Scarlet & Violet Promotional Cards;Scarlet & Violet;Unknown;120;Pokémon;YU NAGABA;2023-01-01T00:00:00Z;97,29;1;HOLOFOIL;No;EN
BRS_int_TG2;Vaporeon;TG2/224;Brilliant Stars;Sword & Shield;Character Holo Rare;110;Pokémon;Jiro Sasumo;2022-02-25T00:00:00Z;25,67;1;HOLOFOIL;No;EN
SMP_int_172;Vaporeon-GX;SM172/248;Sun & Moon Promos;Sun & Moon;Unknown;210;Pokémon;PLANETA Otani;2017-02-03T00:00:00Z;12,54;1;HOLOFOIL;No;EN
EVS_int_172;Vaporeon V;172/237;Evolving Skies;Sword & Shield;Ultra Rare;210;Pokémon;5ban Graphics;2021-08-27T00:00:00Z;23,25;1;HOLOFOIL;No;EN
GEN_int_24;Vaporeon-EX;24/115;Generations;XY;Double Rare;180;Pokémon;Naoki Saito;2016-02-22T00:00:00Z;25,35;1;HOLOFOIL;No;EN
JU_int_28;Vaporeon;28/64;Jungle;WotC Era;Rare;80;Pokémon;Kagemaru Himeno;1999-06-16T00:00:00Z;35,91;1;FIRST_EDITION;No;EN
OG04_jp_23;わるいシャワーズ;23/65;Team Rocket;Original;Uncommon;60;Pokémon;Mitsuhiro Arita;1997-11-21T00:00:00Z;9,75;1;NORMAL;No;JA
AOR_int_22;Vaporeon;22/100;Ancient Origins;XY;Uncommon;90;Pokémon;kirisAki;2015-08-12T00:00:00Z;1,35;1;NORMAL;No;EN
PRE_int_150;Glaceon ex;150/180;Prismatic Evolutions;Scarlet & Violet;Special Illustration Rare;270;Pokémon;Kamome Shirahama;2025-01-17T00:00:00Z;263,16;1;HOLOFOIL;No;EN
UPR_int_39;Glaceon-GX;39/173;Ultra Prism;Sun & Moon;Double Rare;200;Pokémon;5ban Graphics;2018-02-02T00:00:00Z;8,40;1;HOLOFOIL;No;EN
CRZ_int_38;Glaceon V;38/230;Crown Zenith;Sword & Shield;Double Rare;210;Pokémon;PLANETA Mochizuki;2023-01-20T00:00:00Z;2,24;1;HOLOFOIL;No;EN
FCO_int_20;Glaceon-EX;20/125;Fates Collide;XY;Double Rare;170;Pokémon;Ayaka Yoshida;2016-05-02T00:00:00Z;15,88;1;HOLOFOIL;No;EN
MD_int_20;Glaceon;20/100;Majestic Dawn;Diamond & Pearl / Platinum;Rare;90;Pokémon;Masakazu Fukuda;2008-05-21T00:00:00Z;17,49;1;NORMAL;No;EN
TWM_int_54;Glaceon;54/226;Twilight Masquerade;Scarlet & Violet;Uncommon;120;Pokémon;rika;2024-05-24T00:00:00Z;0,41;2;REVERSE_HOLOFOIL;Yes;EN
SP_int_192;Glaceon;SWSH192/292;Sword & Shield Promos;Sword & Shield;Unknown;110;Pokémon;OKACHEKE;2019-11-15T00:00:00Z;3,37;1;HOLOFOIL;No;EN
BRS_int_TG1;Flareon;TG1/224;Brilliant Stars;Sword & Shield;Character Holo Rare;110;Pokémon;You Iribi;2022-02-25T00:00:00Z;23,52;1;HOLOFOIL;No;EN
UF_int_5;Flareon;5/143;Unseen Forces;EX;Holo Rare;70;Pokémon;Naoyo Kimura;2005-08-22T00:00:00Z;152,52;1;REVERSE_HOLOFOIL;Yes;EN
DEX_int_12;Flareon;12/111;Dark Explorers;Black & White;Uncommon;90;Pokémon;Suwama Chiaki;2012-05-09T00:00:00Z;4,09;1;NORMAL;No;EN
TR_int_35;Dark Flareon;35/83;Team Rocket;WotC Era;Uncommon;50;Pokémon;Mitsuhiro Arita;2000-04-24T00:00:00Z;21,84;1;FIRST_EDITION;No;EN
VS01_jp_89;カリンのブースター;89/151;Pokémon VS;VS;Common;60;Pokémon;Hajime Kusajima;2001-08-19T00:00:00Z;197,87;1;NORMAL;No;JA
OG04_jp_16;わるいブースター;16/65;Team Rocket;Original;Uncommon;50;Pokémon;Mitsuhiro Arita;1997-11-21T00:00:00Z;7,43;1;NORMAL;No;JA
PRE_int_13;Flareon;13/180;Prismatic Evolutions;Scarlet & Violet;Rare;130;Pokémon;Ryota Murayama;2025-01-17T00:00:00Z;0,33;1;HOLOFOIL;No;EN
SV8a_jp_21;ブースター;21/237;Terastal Fest ex;Scarlet & Violet;Unknown;130;Pokémon;SIE NANAHARA;2024-12-06T00:00:00Z;9,38;1;HOLOFOIL;No;JA
CBB2C_chs_0404;Flareon;0404/140;Gem Pack Vol. 2;Scarlet & Violet;Promo;110;Pokémon;You Iribi;2025-05-15T16:00:00Z;0,37;1;NORMAL;No;JA
CBB2C_chs_0404;火伊布;0404/140;Gem Pack Vol. 2;Scarlet & Violet;Promo;110;Pokémon;You Iribi;2025-05-15T16:00:00Z;0,37;1;NORMAL;No;CHS
CBB2C_chs_0406;火伊布;0406/140;Gem Pack Vol. 2;Scarlet & Violet;Promo;110;Pokémon;You Iribi;2025-05-15T16:00:00Z;0,23;1;NORMAL;No;CHS
151C_chs_136;火伊布;136/192;Collection 151;Scarlet & Violet;Rare;130;Pokémon;Ryota Murayama;2025-01-16T16:00:00Z;0,21;1;NORMAL;No;CHS
BWP_jp_235;イーブイ;235/246;Black & White Promotional Cards;Black & White;Unknown;60;Pokémon;Akira Komayama;2011-03-01T00:00:00Z;36,93;1;HOLOFOIL;No;JA
SVP_int_174;Eevee ex;174/217;Scarlet & Violet Promos;Scarlet & Violet;Unknown;200;Pokémon;Natsuko Shoji été;2023-01-01T00:00:00Z;27,76;1;HOLOFOIL;No;EN
SVP_int_173;Eevee;173/217;Scarlet & Violet Promos;Scarlet & Violet;Unknown;50;Pokémon;Makura Tami;2023-01-01T00:00:00Z;18,85;1;HOLOFOIL;No;EN
BRS_int_TG11;Eevee;TG11/224;Brilliant Stars;Sword & Shield;Character Holo Rare;70;Pokémon;Souichirou Gunjima;2022-02-25T00:00:00Z;19,72;1;HOLOFOIL;No;EN
CRZ_int_108;Eevee V;108/230;Crown Zenith;Sword & Shield;Double Rare;200;Pokémon;You Iribi;2023-01-20T00:00:00Z;8,06;1;HOLOFOIL;No;EN
E3_int_54;Eevee;54/182;Skyridge;WotC Era;Common;50;Pokémon;Sumiyoshi Kizuki;2003-05-12T00:00:00Z;44,21;1;NORMAL;No;EN
P3_int_13;Eevee;13/17;POP Series 3;EX;Common;50;Pokémon;Masakazu Fukuda;2006-04-01T00:00:00Z;25,70;1;NORMAL;No;EN
FFI_int_80;Eevee;80/113;Furious Fists;XY;Common;50;Pokémon;sui;2014-08-13T00:00:00Z;1,11;1;NORMAL;No;EN
UD_int_48;Eevee;48/91;Undaunted;HeartGold & SoulSilver;Common;50;Pokémon;Noriko Hotta;2010-08-18T00:00:00Z;5,44;2;NORMAL;No;EN
N2_int_38;Eevee;38/75;Neo Discovery;WotC Era;Uncommon;50;Pokémon;Aya Kusube;2001-06-01T00:00:00Z;23,52;1;FIRST_EDITION;No;EN
151C_chs_133;伊布;133/192;Collection 151;Scarlet & Violet;Common;70;Pokémon;Narumi Sato;2025-01-16T16:00:00Z;0,07;2;NORMAL;No;CHS
CS4aC_chs_111;伊布;111/184;Polychromatic Gathering (Friend);Sword & Shield;Common;70;Pokémon;Atsushi Furusawa;2024-02-29T16:00:00Z;0,21;1;REVERSE_HOLOFOIL;Yes;CHS
MEW_int_133;Eevee;133/207;Pokémon 151;Scarlet & Violet;Common;70;Pokémon;Narumi Sato;2023-09-22T00:00:00Z;0,19;1;NORMAL;No;CHS
SSP_int_143;Eevee;143/252;Surging Sparks;Scarlet & Violet;Common;50;Pokémon;Naoyo Kimura;2024-11-08T00:00:00Z;0,34;1;REVERSE_HOLOFOIL;Yes;EN
TWM_int_135;Eevee;135/226;Twilight Masquerade;Scarlet & Violet;Common;50;Pokémon;satoma;2024-05-24T00:00:00Z;0,27;1;NORMAL;No;EN
