ID;Name;Number;Set;Series;Rarity;HP;Type;Artist;Release Date;Average Price;Count;Finish Type;Reverse Holo;Language
TWM_int_163;Secret Box;163/226;Twilight Masquerade;Scarlet & Violet;Ultra Rare;;Trainer;Toyste Beach;2024-05-24T00:00:00Z;8,32;1;HOLOFOIL;No;EN
TEF_int_162;Neo Upper Energy;162/218;Temporal Forces;Scarlet & Violet;Ultra Rare;;Energy;;2024-03-22T00:00:00Z;15,24;1;HOLOFOIL;No;EN
TEF_int_152;Hero's Cape;152/218;Temporal Forces;Scarlet & Violet;Ultra Rare;;Trainer;Toyste Beach;2024-03-22T00:00:00Z;16,14;1;HOLOFOIL;No;EN
MEG_int_184;Lillie's Determination;184/188;Mega Evolution;Mega;Special Illustration Rare;;Trainer;satoma;2025-09-26T00:00:00Z;63,68;1;HOLOFOIL;No;EN
CRI_int_113;Special Red Card;113/122;Chaos Rising;Mega;Ultra Rare;;Trainer;Studio Bora Inc.;2026-05-22T00:00:00Z;5,01;1;HOLOFOIL;No;EN
SCR_int_164;Crispin;164/175;Stellar Crown;Scarlet & Violet;Ultra Rare;;Trainer;GIDORA;2024-09-13T00:00:00Z;8,43;1;HOLOFOIL;No;EN
ASC_int_255;Black Belt's Training;255/295;Ascended Heroes;Mega;Ultra Rare;;Trainer;GOSSAN;2026-01-30T00:00:00Z;1,04;1;HOLOFOIL;No;EN
PFL_int_118;Dawn;118/130;Phantasmal Flames;Mega;Ultra Rare;;Trainer;Yuu Nishida;2025-11-14T00:00:00Z;5,73;1;HOLOFOIL;No;EN
WHT_int_164;Hilda;164/173;White Flare;Scarlet & Violet;Ultra Rare;;Trainer;yuu;2025-07-18T00:00:00Z;10,21;1;HOLOFOIL;No;EN
ASC_int_256;Boss's Orders;256/295;Ascended Heroes;Mega;Ultra Rare;;Trainer;akagi;2026-01-30T00:00:00Z;6,11;1;HOLOFOIL;No;EN
ASC_int_264;Ultra Ball;264/295;Ascended Heroes;Mega;Ultra Rare;;Trainer;Studio Bora Inc.;2026-01-30T00:00:00Z;5,66;1;HOLOFOIL;No;EN
TWM_int_206;Kieran;206/226;Twilight Masquerade;Scarlet & Violet;Ultra Rare;;Trainer;GIDORA;2024-05-24T00:00:00Z;3,55;1;HOLOFOIL;No;EN
SFA_int_84;Fezandipiti ex;84/99;Shrouded Fable;Scarlet & Violet;Ultra Rare;210;Pokémon;5ban Graphics;2024-08-02T00:00:00Z;9,49;1;HOLOFOIL;No;EN
PRE_int_163;Pecharunt ex;163/180;Prismatic Evolutions;Scarlet & Violet;Special Illustration Rare;190;Pokémon;osare;2025-01-17T00:00:00Z;37,90;1;HOLOFOIL;No;EN
TWM_int_211;Teal Mask Ogerpon ex;211/226;Twilight Masquerade;Scarlet & Violet;Special Illustration Rare;210;Pokémon;Yano Keiji;2024-05-24T00:00:00Z;21,55;2;HOLOFOIL;No;EN
SFA_int_92;Fezandipiti ex;92/99;Shrouded Fable;Scarlet & Violet;Special Illustration Rare;210;Pokémon;kantaro;2024-08-02T00:00:00Z;36,91;1;HOLOFOIL;No;EN
SVP_int_189;N's Zorua;189/217;Scarlet & Violet Promos;Scarlet & Violet;Unknown;70;Pokémon;Megumi Mizutani;2023-01-01T00:00:00Z;10,36;2;HOLOFOIL;No;EN
JTG_int_185;N's Zoroark ex;185/190;Journey Together;Scarlet & Violet;Special Illustration Rare;280;Pokémon;Megumi Mizutani;2025-03-28T00:00:00Z;55,59;1;HOLOFOIL;No;EN
JTG_int_175;N's Zoroark ex;175/190;Journey Together;Scarlet & Violet;Ultra Rare;280;Pokémon;takuyoa;2025-03-28T00:00:00Z;4,91;1;HOLOFOIL;No;EN
TWM_int_186;Tatsugiri;186/226;Twilight Masquerade;Scarlet & Violet;Illustration Rare;70;Pokémon;osare;2024-05-24T00:00:00Z;18,48;1;HOLOFOIL;No;EN
SCR_int_167;Hydrapple ex;167/175;Stellar Crown;Scarlet & Violet;Special Illustration Rare;330;Pokémon;Teeziro;2024-09-13T00:00:00Z;34,58;1;HOLOFOIL;No;EN
TWM_int_190;Teal Mask Ogerpon ex;190/226;Twilight Masquerade;Scarlet & Violet;Ultra Rare;210;Pokémon;5ban Graphics;2024-05-24T00:00:00Z;5,30;1;HOLOFOIL;No;EN
ASC_int_79;Team Rocket's Mewtwo ex;79/295;Ascended Heroes;Mega;Double Rare;280;Pokémon;aky CG Works;2026-01-30T00:00:00Z;1,31;1;HOLOFOIL;No;EN
PBL_int_98;Mega Zeraora ex;098/120;Pitch Black;Mega;Ultra Rare;270;Pokémon;5ban Graphics;2026-07-17T00:00:00Z;8,72;1;HOLOFOIL;No;EN
SFA_int_38;Fezandipiti ex;38/99;Shrouded Fable;Scarlet & Violet;Double Rare;210;Pokémon;takuyoa;2024-08-02T00:00:00Z;3,09;2;HOLOFOIL;No;EN
ASC_int_111;Cynthia's Garchomp ex;111/295;Ascended Heroes;Mega;Double Rare;330;Pokémon;5ban Graphics;2026-01-30T00:00:00Z;1,02;1;HOLOFOIL;No;EN
ASC_int_142;Fezandipiti ex;142/295;Ascended Heroes;Mega;Double Rare;210;Pokémon;takuyoa;2026-01-30T00:00:00Z;3,64;1;HOLOFOIL;No;EN
ASC_int_47;Mega Froslass ex;47/295;Ascended Heroes;Mega;Double Rare;310;Pokémon;5ban Graphics;2026-01-30T00:00:00Z;2,91;1;HOLOFOIL;No;EN
MEG_int_104;Mega Kangaskhan ex;104/188;Mega Evolution;Mega;Double Rare;300;Pokémon;5ban Graphics;2025-09-26T00:00:00Z;1,17;1;HOLOFOIL;No;EN
MEG_int_50;Mega Manectric ex;50/188;Mega Evolution;Mega;Double Rare;330;Pokémon;5ban Graphics;2025-09-26T00:00:00Z;0,64;1;HOLOFOIL;No;EN
SSP_int_76;Latias ex;76/252;Surging Sparks;Scarlet & Violet;Double Rare;210;Pokémon;takuyoa;2024-11-08T00:00:00Z;6,03;1;HOLOFOIL;No;EN
PFL_int_18;Oricorio ex;18/130;Phantasmal Flames;Mega;Double Rare;190;Pokémon;akagi;2025-11-14T00:00:00Z;0,50;1;HOLOFOIL;No;EN
POR_int_21;Mega Starmie ex;21/124;Perfect Order;Mega;Double Rare;330;Pokémon;5ban Graphics;2026-03-27T00:00:00Z;0,91;1;HOLOFOIL;No;EN
PBL_int_16;Wailord ex;016/120;Pitch Black;Mega;Double Rare;380;Pokémon;5ban Graphics;2026-07-17T00:00:00Z;0,68;1;HOLOFOIL;No;EN
POR_int_12;Decidueye ex;12/124;Perfect Order;Mega;Double Rare;320;Pokémon;aky CG Works;2026-03-27T00:00:00Z;0,48;1;HOLOFOIL;No;EN
ASC_int_113;Mega Lucario ex;113/295;Ascended Heroes;Mega;Double Rare;340;Pokémon;5ban Graphics;2026-01-30T00:00:00Z;1,25;1;HOLOFOIL;No;EN
PFL_int_84;Mega Lopunny ex;84/130;Phantasmal Flames;Mega;Double Rare;330;Pokémon;5ban Graphics;2025-11-14T00:00:00Z;0,61;1;HOLOFOIL;No;EN
ASC_int_213;Ultra Ball;213/295;Ascended Heroes;Mega;Common;;Trainer;Ayaka Yoshida;2026-01-30T00:00:00Z;0,16;1;NORMAL;No;EN
POR_int_81;Poké Pad;81/124;Perfect Order;Mega;Uncommon;;Trainer;Studio Bora Inc.;2026-03-27T00:00:00Z;0,23;1;NORMAL;No;EN
DRI_int_168;Sacred Ash;168/244;Destined Rivals;Scarlet & Violet;Uncommon;;Trainer;Eske Yoshinob;2025-05-30T00:00:00Z;0,25;1;NORMAL;No;EN
WHT_int_80;Brave Bangle;80/173;White Flare;Scarlet & Violet;Uncommon;;Trainer;Toyste Beach;2025-07-18T00:00:00Z;0,43;1;NORMAL;No;EN
DRI_int_182;Team Rocket's Energy;182/244;Destined Rivals;Scarlet & Violet;Uncommon;;Energy;;2025-05-30T00:00:00Z;0,28;1;NORMAL;No;EN
SFA_int_61;Night Stretcher;61/99;Shrouded Fable;Scarlet & Violet;Uncommon;;Trainer;Toyste Beach;2024-08-02T00:00:00Z;0,25;1;NORMAL;No;EN
MEG_int_125;Rare Candy;125/188;Mega Evolution;Mega;Common;;Trainer;Studio Bora Inc.;2025-09-26T00:00:00Z;0,24;1;NORMAL;No;EN
PFL_int_94;Wondrous Patch;94/130;Phantasmal Flames;Mega;Uncommon;;Trainer;Studio Bora Inc.;2025-11-14T00:00:00Z;0,16;1;NORMAL;No;EN
BLK_int_79;Air Balloon;79/172;Black Bolt;Scarlet & Violet;Uncommon;;Trainer;Studio Bora Inc.;2025-07-18T00:00:00Z;0,25;1;NORMAL;No;EN
PBL_int_83;Shadowy Darkness Energy;083/120;Pitch Black;Mega;Rare;;Energy;;2026-07-17T00:00:00Z;0,17;1;HOLOFOIL;No;EN
POR_int_86;Growing Grass Energy;86/124;Perfect Order;Mega;Rare;;Energy;;2026-03-27T00:00:00Z;0,29;1;NORMAL;No;EN
PFL_int_87;Dawn;87/130;Phantasmal Flames;Mega;Uncommon;;Trainer;Yuu Nishida;2025-11-14T00:00:00Z;0,20;2;NORMAL;No;EN
SCR_int_132;Briar;132/175;Stellar Crown;Scarlet & Violet;Uncommon;;Trainer;Naoki Saito;2024-09-13T00:00:00Z;0,07;1;NORMAL;No;EN
TWM_int_151;Hassel;151/226;Twilight Masquerade;Scarlet & Violet;Uncommon;;Trainer;GOSSAN;2024-05-24T00:00:00Z;0,25;1;NORMAL;No;EN
PBL_int_78;Gwynn;078/120;Pitch Black;Mega;Uncommon;;Trainer;nagimiso;2026-07-17T00:00:00Z;0,13;1;NORMAL;No;EN
PBL_int_80;Misty's Vitality;080/120;Pitch Black;Mega;Uncommon;;Trainer;En Morikura;2026-07-17T00:00:00Z;0,34;1;NORMAL;No;EN
ASC_int_192;Lillie's Determination;192/295;Ascended Heroes;Mega;Uncommon;;Trainer;Atsushi Furusawa;2026-01-30T00:00:00Z;1,08;1;REVERSE_HOLOFOIL;Yes;EN
WHT_int_84;Hilda;84/173;White Flare;Scarlet & Violet;Uncommon;;Trainer;yuu;2025-07-18T00:00:00Z;1,13;1;NORMAL;No;EN
BRS_int_132;Boss's Orders;132/224;Brilliant Stars;Sword & Shield;Holo Rare;;Trainer;GIDORA;2022-02-25T00:00:00Z;0,45;1;HOLOFOIL;No;EN
PAL_int_172;Boss's Orders;172/279;Paldea Evolved;Scarlet & Violet;Rare;;Trainer;NC Empire;2023-06-09T00:00:00Z;0,39;1;HOLOFOIL;No;EN
ASC_int_183;Boss's Orders;183/295;Ascended Heroes;Mega;Uncommon;;Trainer;akagi;2026-01-30T00:00:00Z;0,19;1;NORMAL;No;EN
ASC_int_207;Team Rocket's Petrel;207/295;Ascended Heroes;Mega;Uncommon;;Trainer;GOSSAN;2026-01-30T00:00:00Z;0,28;1;NORMAL;No;EN
DRI_int_170;Team Rocket's Archer;170/244;Destined Rivals;Scarlet & Violet;Uncommon;;Trainer;Hideki Ishikawa;2025-05-30T00:00:00Z;0,17;1;NORMAL;No;EN
DRI_int_171;Team Rocket's Ariana;171/244;Destined Rivals;Scarlet & Violet;Uncommon;;Trainer;hncl;2025-05-30T00:00:00Z;0,19;1;NORMAL;No;EN
ASC_int_204;Team Rocket's Giovanni;204/295;Ascended Heroes;Mega;Uncommon;;Trainer;DOM;2026-01-30T00:00:00Z;0,21;1;NORMAL;No;EN
G2_int_85;Lt. Surge's Rattata;85/132;Gym Challenge;WotC Era;Common;30;Pokémon;Atsuko Nishida;2000-10-16T00:00:00Z;2,69;1;FIRST_EDITION;No;EN
P4_int_14;Squirtle;14/17;POP Series 4;EX;Common;50;Pokémon;Atsuko Nishida;2006-08-01T00:00:00Z;44,06;1;NORMAL;No;EN
EM_int_46;Duskull;46/107;Emerald;EX;Common;40;Pokémon;Kagemaru Himeno;2005-05-09T00:00:00Z;0,77;1;NORMAL;No;EN
E1_int_123;Pidgey;123/165;Expedition;WotC Era;Common;40;Pokémon;Tomokazu Komiya;2002-09-15T00:00:00Z;8,21;1;NORMAL;No;EN
WP_int_32;Smeargle;32/53;WotC Promos;WotC Era;Unknown;40;Pokémon;Tomokazu Komiya;1999-07-01T00:00:00Z;16,54;1;NORMAL;No;EN
E2_int_74;Drowzee;74/182;Aquapolis;WotC Era;Common;50;Pokémon;Hisao Nakamura;2003-01-15T00:00:00Z;5,96;1;NORMAL;No;EN
E2_int_85;Horsea;85/182;Aquapolis;WotC Era;Common;50;Pokémon;Atsuko Nishida;2003-01-15T00:00:00Z;5,46;1;NORMAL;No;EN
E1_int_120;Marill;120/165;Expedition;WotC Era;Common;40;Pokémon;Satoshi Ohta;2002-09-15T00:00:00Z;6,13;1;NORMAL;No;EN
E2_int_79;Grimer;79/182;Aquapolis;WotC Era;Common;50;Pokémon;Keiji Kinebuchi;2003-01-15T00:00:00Z;21,14;1;NORMAL;No;EN
DS_int_79;Poochyena;79/114;Delta Species;EX;Common;50;Pokémon;Sachiko Adachi;2005-10-31T00:00:00Z;23,21;2;REVERSE_HOLOFOIL;Yes;EN
E1_int_75;Dragonair;75/165;Expedition;WotC Era;Uncommon;70;Pokémon;Kagemaru Himeno;2002-09-15T00:00:00Z;92,68;1;REVERSE_HOLOFOIL;Yes;EN
HS_int_123;Gyarados;123/124;HeartGold & SoulSilver;HeartGold & SoulSilver;Secret Rare;130;Pokémon;Wataru Kawahara;2010-02-10T00:00:00Z;132,97;1;REVERSE_HOLOFOIL;Yes;EN
DR_int_77;Torchic;77/100;Dragon;EX;Common;50;Pokémon;Hironobu Yoshida;2003-11-24T00:00:00Z;21,13;1;REVERSE_HOLOFOIL;Yes;EN
E1_int_99;Chikorita;99/165;Expedition;WotC Era;Common;40;Pokémon;Miki Tanaka;2002-09-15T00:00:00Z;40,95;1;REVERSE_HOLOFOIL;Yes;EN
WP_int_37;Hitmontop;37/53;WotC Promos;WotC Era;Unknown;60;Pokémon;Atsuko Nishida;1999-07-01T00:00:00Z;8,58;1;NORMAL;No;EN
UF_int_21;Cleffa;21/143;Unseen Forces;EX;Rare;50;Pokémon;Yuka Morii;2005-08-22T00:00:00Z;26,84;1;NORMAL;No;EN
BS2_int_35;Charmeleon;35/130;Base Set 2;WotC Era;Uncommon;80;Pokémon;Mitsuhiro Arita;2000-02-24T00:00:00Z;2,33;1;NORMAL;No;EN
N1_int_80;Totodile;80/111;Neo Genesis;WotC Era;Common;40;Pokémon;Ken Sugimori;2000-12-16T00:00:00Z;13,32;1;FIRST_EDITION;No;EN
N1_int_62;Horsea;62/111;Neo Genesis;WotC Era;Common;50;Pokémon;Miki Tanaka;2000-12-16T00:00:00Z;2,96;1;FIRST_EDITION;No;EN
N1_int_48;Seadra;48/111;Neo Genesis;WotC Era;Uncommon;70;Pokémon;Shin-ichi Yoshida;2000-12-16T00:00:00Z;3,11;1;FIRST_EDITION;No;EN
N2_int_58;Mareep;58/75;Neo Discovery;WotC Era;Common;50;Pokémon;Atsuko Nishida;2001-06-01T00:00:00Z;2,88;1;FIRST_EDITION;No;EN
N2_int_46;Scyther;46/75;Neo Discovery;WotC Era;Uncommon;60;Pokémon;Kimiya Masago;2001-06-01T00:00:00Z;9,13;1;FIRST_EDITION;No;EN
N1_int_53;Chikorita;53/111;Neo Genesis;WotC Era;Common;40;Pokémon;Naoyo Kimura;2000-12-16T00:00:00Z;7,41;1;FIRST_EDITION;No;EN
OG01_jp_1;フシギダネ;1/102;Expansion Pack;Original;Common;40;Pokémon;Mitsuhiro Arita;1996-10-20T00:00:00Z;7,90;1;NORMAL;No;JA
PLS_int_24;Squirtle;24/138;Plasma Storm;Black & White;Common;60;Pokémon;Naoki Saito;2013-02-06T00:00:00Z;3,02;1;NORMAL;No;EN
PK_int_48;Charmander;48/108;Power Keepers;EX;Common;50;Pokémon;Sachiko Adachi;2007-02-14T00:00:00Z;5,02;1;NORMAL;No;EN
DF_int_70;Vulpix;70/101;Dragon Frontiers;EX;Common;50;Pokémon;Sachiko Adachi;2006-11-08T00:00:00Z;3,65;1;NORMAL;No;EN
UF_int_34;Aipom;34/143;Unseen Forces;EX;Uncommon;50;Pokémon;Sachiko Adachi;2005-08-22T00:00:00Z;6,95;1;NORMAL;No;EN
DF_int_22;Seadra;22/101;Dragon Frontiers;EX;Rare;70;Pokémon;Sachiko Adachi;2006-11-08T00:00:00Z;1,99;1;NORMAL;No;EN
TRR_int_80;Voltorb;80/111;Team Rocket Returns;EX;Common;40;Pokémon;Sachiko Adachi;2004-11-08T00:00:00Z;3,32;1;NORMAL;No;EN
AR_int_37;Graveler;37/111;Arceus;Diamond & Pearl / Platinum;Uncommon;90;Pokémon;Sachiko Adachi;2009-11-04T00:00:00Z;1,23;1;NORMAL;No;EN
UF_int_71;Remoraid;71/143;Unseen Forces;EX;Common;50;Pokémon;Sachiko Adachi;2005-08-22T00:00:00Z;0,82;1;NORMAL;No;EN
DPs-B_jp_50;ゴーリキー;50;破空の激闘;Diamond & Pearl;Uncommon;80;Pokémon;Sachiko Adachi;2008-07-10T00:00:00Z;7,67;1;FIRST_EDITION;No;JA
CES_int_5;Spinarak;5/183;Celestial Storm;Sun & Moon;Common;50;Pokémon;Sachiko Adachi;2018-08-03T00:00:00Z;0,31;1;NORMAL;No;EN
TM_int_50;Tentacruel;50/103;Triumphant;HeartGold & SoulSilver;Uncommon;90;Pokémon;Sachiko Adachi;2010-11-03T00:00:00Z;0,59;1;NORMAL;No;EN
SF_int_73;Skorupi;73/106;Stormfront;Diamond & Pearl / Platinum;Common;60;Pokémon;Sachiko Adachi;2008-11-05T00:00:00Z;0,68;1;NORMAL;No;EN
TM_int_80;Tentacool;80/103;Triumphant;HeartGold & SoulSilver;Common;60;Pokémon;Sachiko Adachi;2010-11-03T00:00:00Z;0,67;1;NORMAL;No;EN
UF_int_41;Magcargo;41/143;Unseen Forces;EX;Uncommon;80;Pokémon;Tomokazu Komiya;2005-08-22T00:00:00Z;2,13;1;NORMAL;No;EN
SIT_int_87;Dreepy;87/245;Silver Tempest;Sword & Shield;Common;60;Pokémon;Tomokazu Komiya;2022-11-11T00:00:00Z;0,29;1;REVERSE_HOLOFOIL;Yes;EN
SIT_int_61;Hypno;61/245;Silver Tempest;Sword & Shield;Uncommon;110;Pokémon;Shinji Kanda;2022-11-11T00:00:00Z;0,20;1;NORMAL;No;EN
HS_int_26;Meganium;26/124;HeartGold & SoulSilver;HeartGold & SoulSilver;Rare;130;Pokémon;Shin Nagasawa;2010-02-10T00:00:00Z;7,52;1;HOLOFOIL;No;EN
UD_int_63;Pineco;63/91;Undaunted;HeartGold & SoulSilver;Common;60;Pokémon;Kyoko Umemoto;2010-08-18T00:00:00Z;1,51;1;REVERSE_HOLOFOIL;Yes;EN
UD_int_44;Combee;44/91;Undaunted;HeartGold & SoulSilver;Common;30;Pokémon;Naoyo Kimura;2010-08-18T00:00:00Z;1,93;1;REVERSE_HOLOFOIL;Yes;EN
SHF_int_3;Celebi;3/195;Shining Fates;Sword & Shield;Rare;70;Pokémon;Yuu Nishida;2021-02-19T00:00:00Z;0,59;1;REVERSE_HOLOFOIL;Yes;EN
PLB_int_34;Drifloon;34/105;Plasma Blast;Black & White;Common;70;Pokémon;Kyoko Umemoto;2013-08-14T00:00:00Z;0,33;1;NORMAL;No;EN
PLB_int_35;Drifblim;35/105;Plasma Blast;Black & White;Rare;100;Pokémon;Akira Komayama;2013-08-14T00:00:00Z;0,45;1;NORMAL;No;EN
AOR_int_2;Gloom;2/100;Ancient Origins;XY;Uncommon;80;Pokémon;Masakazu Fukuda;2015-08-12T00:00:00Z;0,08;1;NORMAL;No;EN
CL_int_72;Tangela;72/106;Call of Legends;HeartGold & SoulSilver;Common;70;Pokémon;Hideaki Hakozaki;2011-02-09T00:00:00Z;0,35;1;NORMAL;No;EN
BCR_int_7;Scyther;7/153;Boundaries Crossed;Black & White;Common;70;Pokémon;kawayoo;2012-11-07T00:00:00Z;1,51;1;NORMAL;No;EN
FFI_int_10;Magmar;10/113;Furious Fists;XY;Common;80;Pokémon;MAHOU;2014-08-13T00:00:00Z;0,20;2;NORMAL;No;EN
CL_int_62;Magmar;62/106;Call of Legends;HeartGold & SoulSilver;Common;70;Pokémon;Hajime Kusajima;2011-02-09T00:00:00Z;0,38;1;NORMAL;No;EN
FCO_int_18;Omastar;18/125;Fates Collide;XY;Rare;120;Pokémon;Hasuno;2016-05-02T00:00:00Z;0,38;1;NORMAL;No;EN
PHF_int_21;Jellicent;21/122;Phantom Forces;XY;Rare;100;Pokémon;Masakazu Fukuda;2014-11-05T00:00:00Z;0,90;1;NORMAL;No;EN
BCR_int_53;Electabuzz;53/153;Boundaries Crossed;Black & White;Common;80;Pokémon;Shigenori Negishi;2012-11-07T00:00:00Z;0,21;1;NORMAL;No;EN
CL_int_58;Hitmonlee;58/106;Call of Legends;HeartGold & SoulSilver;Common;80;Pokémon;Kouki Saitou;2011-02-09T00:00:00Z;0,47;2;NORMAL;No;EN
HS_int_79;Sandshrew;79/124;HeartGold & SoulSilver;HeartGold & SoulSilver;Common;60;Pokémon;Yukiko Baba;2010-02-10T00:00:00Z;0,76;2;NORMAL;No;EN
ASR_int_23;Cyndaquil;23/246;Astral Radiance;Sword & Shield;Common;60;Pokémon;sui;2022-05-27T00:00:00Z;0,18;1;NORMAL;No;EN
SIT_int_30;Litten;30/245;Silver Tempest;Sword & Shield;Common;70;Pokémon;Narumi Sato;2022-11-11T00:00:00Z;0,34;1;REVERSE_HOLOFOIL;Yes;EN
SIT_int_69;Gardevoir;69/245;Silver Tempest;Sword & Shield;Rare;150;Pokémon;Mitsuhiro Arita;2022-11-11T00:00:00Z;0,25;1;NORMAL;No;EN
GRI_int_11;Litwick;11/169;Guardians Rising;Sun & Moon;Common;50;Pokémon;Mitsuhiro Arita;2017-05-05T00:00:00Z;0,19;1;NORMAL;No;EN
SIT_int_19;Growlithe;19/245;Silver Tempest;Sword & Shield;Common;90;Pokémon;sowsow;2022-11-11T00:00:00Z;0,17;1;NORMAL;No;EN
DRM_int_6;Blaziken;6/78;Dragon Majesty;Sun & Moon;Holo Rare;150;Pokémon;Kouki Saitou;2018-09-07T00:00:00Z;2,76;3;HOLOFOIL;No;EN
MEG_int_3;Mega Venusaur ex;3/188;Mega Evolution;Mega;Double Rare;380;Pokémon;5ban Graphics;2025-09-26T00:00:00Z;1,11;1;HOLOFOIL;No;EN
STS_int_17;Rapidash;17/116;Steam Siege;XY;Uncommon;90;Pokémon;Yukiko Baba;2016-08-03T00:00:00Z;0,20;1;NORMAL;No;EN
BUS_int_87;Darkrai;87/169;Burning Shadows;Sun & Moon;Holo Rare;120;Pokémon;Hitoshi Ariga;2017-08-04T00:00:00Z;1,07;1;HOLOFOIL;No;EN
STS_int_65;Yveltal;65/116;Steam Siege;XY;Holo Rare;130;Pokémon;Hajime Kusajima;2016-08-03T00:00:00Z;0,57;1;HOLOFOIL;No;EN
SIT_int_9;Petilil;9/245;Silver Tempest;Sword & Shield;Common;50;Pokémon;HYOGONOSUKE;2022-11-11T00:00:00Z;0,08;1;NORMAL;No;EN
SIT_int_43;Froslass;43/245;Silver Tempest;Sword & Shield;Rare;90;Pokémon;Taira Akitsu;2022-11-11T00:00:00Z;0,18;1;NORMAL;No;EN
NXD_int_31;Vanillite;31/103;Next Destinies;Black & White;Common;60;Pokémon;Kanako Eo;2012-02-08T00:00:00Z;0,30;1;NORMAL;No;EN
SIT_int_106;Murkrow;106/245;Silver Tempest;Sword & Shield;Common;60;Pokémon;Ligton;2022-11-11T00:00:00Z;0,10;1;NORMAL;No;EN
SIT_int_85;Dedenne;85/245;Silver Tempest;Sword & Shield;Uncommon;60;Pokémon;Shiburingaru;2022-11-11T00:00:00Z;0,17;1;NORMAL;No;EN
SIT_int_77;Duosion;77/245;Silver Tempest;Sword & Shield;Uncommon;70;Pokémon;Pani Kobayashi;2022-11-11T00:00:00Z;0,09;1;NORMAL;No;EN
SIT_int_72;Meditite;72/245;Silver Tempest;Sword & Shield;Common;60;Pokémon;Jiro Sasumo;2022-11-11T00:00:00Z;0,04;1;NORMAL;No;EN
SIT_int_63;Misdreavus;63/245;Silver Tempest;Sword & Shield;Common;60;Pokémon;HYOGONOSUKE;2022-11-11T00:00:00Z;0,09;1;NORMAL;No;EN
SIT_int_67;Ralts;67/245;Silver Tempest;Sword & Shield;Common;60;Pokémon;Nagomi Nijo;2022-11-11T00:00:00Z;0,09;1;NORMAL;No;EN
SIT_int_82;Meowstic;82/245;Silver Tempest;Sword & Shield;Uncommon;90;Pokémon;Taira Akitsu;2022-11-11T00:00:00Z;0,21;1;NORMAL;No;EN
BKP_int_59;Meowstic;59/123;BREAKpoint;XY;Rare;90;Pokémon;Kagemaru Himeno;2016-02-03T00:00:00Z;0,61;1;REVERSE_HOLOFOIL;Yes;EN
ASR_int_56;Togetic;56/246;Astral Radiance;Sword & Shield;Uncommon;80;Pokémon;Tika Matsuno;2022-05-27T00:00:00Z;0,14;1;NORMAL;No;EN
SVP_int_49;Zapdos ex;49/217;Scarlet & Violet Promos;Scarlet & Violet;Unknown;200;Pokémon;takuyoa;2023-01-01T00:00:00Z;0,89;1;HOLOFOIL;No;EN
SIT_int_50;Raichu;50/245;Silver Tempest;Sword & Shield;Uncommon;120;Pokémon;Megumi Mizutani;2022-11-11T00:00:00Z;0,21;1;NORMAL;No;EN
SIT_int_129;Dratini;129/245;Silver Tempest;Sword & Shield;Common;70;Pokémon;kurumitsu;2022-11-11T00:00:00Z;0,16;1;NORMAL;No;EN
ASR_int_110;Bastiodon;110/246;Astral Radiance;Sword & Shield;Holo Rare;160;Pokémon;Yuya Oka;2022-05-27T00:00:00Z;0,28;1;REVERSE_HOLOFOIL;Yes;EN
SIT_int_98;Hawlucha;98/245;Silver Tempest;Sword & Shield;Common;80;Pokémon;Teeziro;2022-11-11T00:00:00Z;0,05;1;NORMAL;No;EN
UNB_int_81;Marshadow;81/234;Unbroken Bonds;Sun & Moon;Holo Rare;80;Pokémon;chibi;2019-05-03T00:00:00Z;1,67;1;HOLOFOIL;No;EN
CIN_int_73;Xerneas;73/124;Crimson Invasion;Sun & Moon;Holo Rare;130;Pokémon;sui;2017-11-03T00:00:00Z;1,47;1;HOLOFOIL;No;EN
PAL_int_97;Mimikyu;97/279;Paldea Evolved;Scarlet & Violet;Rare;70;Pokémon;Kagemaru Himeno;2023-06-09T00:00:00Z;0,33;1;HOLOFOIL;No;EN
S7D_jp_11;プクリン;11/79;Skyscraping Perfection;Sword & Shield;Common;120;Pokémon;Asako Ito;2021-07-09T00:00:00Z;0,62;1;NORMAL;No;JA
SM10_jp_2;ナゾノクサ;2/107;Double Blaze;Sun & Moon;Common;60;Pokémon;Asako Ito;2019-03-01T00:00:00Z;4,09;1;NORMAL;No;JA
PRE_int_146;Flareon ex;146/180;Prismatic Evolutions;Scarlet & Violet;Special Illustration Rare;270;Pokémon;Nurikabe;2025-01-17T00:00:00Z;230,99;2;HOLOFOIL;No;EN
ASC_int_275;Mega Froslass ex;275/295;Ascended Heroes;Mega;Special Illustration Rare;310;Pokémon;Teeziro;2026-01-30T00:00:00Z;74,41;1;HOLOFOIL;No;EN
ASC_int_226;Psyduck;226/295;Ascended Heroes;Mega;Illustration Rare;70;Pokémon;REND;2026-01-30T00:00:00Z;71,58;1;HOLOFOIL;No;EN
ASC_int_292;Iris's Fighting Spirit;292/295;Ascended Heroes;Mega;Special Illustration Rare;;Trainer;Kuroimori;2026-01-30T00:00:00Z;33,42;1;HOLOFOIL;No;EN
DRI_int_239;Ethan's Ho-Oh ex;239/244;Destined Rivals;Scarlet & Violet;Secret Rare;230;Pokémon;aky CG Works;2025-05-30T00:00:00Z;30,14;1;HOLOFOIL;No;EN
ASC_int_265;Mega Froslass ex;265/295;Ascended Heroes;Mega;Ultra Rare;310;Pokémon;Saboteri;2026-01-30T00:00:00Z;9,07;1;HOLOFOIL;No;EN
